Molecule ChEMBL ID,#RO5 Violations,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID
CHEMBL253476,1,Cc1cc(CC(NS(=O)(=O)c2cccc(F)c2)C2=NC[C@@H](CCOc3cccc(S(C)(=O)=O)c3)N2)ccc1C1CC(=O)NS1(=O)=O,IC50,=,23,nM,CHEMBL927697,Inhibition of PTP1B by pNPP assay,B,BAO_0000357,single protein format,None,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL1140792,1,Scientific Literature,Bioorg Med Chem Lett,2008,None
CHEMBL471708,0,CC(=O)O[C@@H]1[C@@H](OC(C)=O)[C@H](C2=CC(=O)C=CC2=O)O[C@H](CNC(=O)c2ccccc2)[C@H]1OC(C)=O,Inhibition,=,26.6,%,CHEMBL1017255,Inhibition of recombinant PTP1B at 20 ug/mL,B,BAO_0000357,single protein format,None,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL1152189,1,Scientific Literature,Bioorg Med Chem Lett,2008,None
CHEMBL492413,3,COc1cc([C@@H]2O[C@H](CNC(=O)c3ccccc3C(=O)O)[C@@H](OC(=O)c3ccccc3)[C@H](OC(=O)c3ccccc3)[C@H]2OC(=O)c2ccccc2)c(OC)c2ccccc12,IC50,=,770,nM,CHEMBL1017256,Inhibition of recombinant PTP1B,B,BAO_0000357,single protein format,None,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL1152189,1,Scientific Literature,Bioorg Med Chem Lett,2008,None
CHEMBL451520,1,O=C1C=CC(=O)C([C@@H]2O[C@H](CNC(=O)c3ccccc3)[C@@H](O)[C@H](OC(=O)c3ccccc3)[C@H]2OC(=O)c2ccccc2)=C1,IC50,=,5270,nM,CHEMBL1017256,Inhibition of recombinant PTP1B,B,BAO_0000357,single protein format,None,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL1152189,1,Scientific Literature,Bioorg Med Chem Lett,2008,None
CHEMBL453899,0,O=C(O)c1cc(/C=C/c2ccccc2)cc(Br)c1O,IC50,=,30000,nM,CHEMBL953268,Inhibition of PTP1B,B,BAO_0000357,single protein format,None,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL1151791,1,Scientific Literature,Bioorg Med Chem,2008,None
CHEMBL455694,2,O=C(O)c1cc(/C=C/c2ccc(/C=C/c3cc(Br)c(O)c(C(=O)O)c3)cc2)cc(Br)c1O,IC50,=,3000,nM,CHEMBL953268,Inhibition of PTP1B,B,BAO_0000357,single protein format,None,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL1151791,1,Scientific Literature,Bioorg Med Chem,2008,None
CHEMBL461734,2,COc1cc(/C=C/c2cc(Br)c(O)c(C(=O)O)c2)ccc1/C=C/c1cc(Br)c(O)c(C(=O)O)c1,IC50,=,6000,nM,CHEMBL953268,Inhibition of PTP1B,B,BAO_0000357,single protein format,None,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL1151791,1,Scientific Literature,Bioorg Med Chem,2008,None
CHEMBL445194,2,COc1cc(/C=C/c2cc(C(=O)O)c(O)c(-c3ccco3)c2)ccc1/C=C/c1cc(C(=O)O)c(O)c(-c2ccco2)c1,IC50,=,4000,nM,CHEMBL953268,Inhibition of PTP1B,B,BAO_0000357,single protein format,None,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL1151791,1,Scientific Literature,Bioorg Med Chem,2008,None
CHEMBL228397,1,O=C(O)c1cc(Cc2cc(C(=O)O)c(O)c(-c3ccccc3)c2)cc(-c2ccccc2)c1O,IC50,=,20000,nM,CHEMBL953268,Inhibition of PTP1B,B,BAO_0000357,single protein format,None,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL1151791,1,Scientific Literature,Bioorg Med Chem,2008,None
CHEMBL424,0,O=C(O)c1ccccc1O,Activity,=,19.4,mM,CHEMBL953279,Inhibition of PTP1B expressed in Escherichia coli,B,BAO_0000019,assay format,None,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL1151791,1,Scientific Literature,Bioorg Med Chem,2008,None
CHEMBL498473,1,O=C1Nc2ccc(S(=O)(=O)NCc3ccc(Cl)c(C(F)(F)F)c3)cc2/C1=N/Nc1ccc(C(=O)O)cc1,IC50,=,32800,nM,CHEMBL996085,Inhibition of human recombinant PTP1B,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL1156635,1,Scientific Literature,J Med Chem,2008,None
CHEMBL139590,0,Nc1cccc(-c2cc(NC(=O)C(=O)O)c(C(=O)O)s2)c1,Ki,=,1.64E+14,nM,CHEMBL859775,Binding affinity to PTP1B,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL1141964,1,Scientific Literature,Bioorg Med Chem Lett,2005,None
CHEMBL139923,0,O=C(O)C(=O)Nc1cc(-c2ccc(Cl)cc2)sc1C(=O)O,Ki,=,1.00E+14,nM,CHEMBL859775,Binding affinity to PTP1B,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL1141964,1,Scientific Literature,Bioorg Med Chem Lett,2005,None
CHEMBL432339,0,O=C(O)C(=O)N(c1ccccc1C(=O)O)c1ccccc1N1CCCCC1,Ki,=,14000,nM,CHEMBL770979,In vitro inhibition of human protein-tyrosine phosphatase 1B.,B,BAO_0000357,single protein format,None,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL1136791,1,Scientific Literature,J Med Chem,2003,None
CHEMBL390245,2,Cc1ccccc1CS(=O)(=O)N1CCC(Nc2cccc(-c3sc(C(=O)O)c(OCC(=O)O)c3Br)c2)CC1,Ki,=,4,nM,CHEMBL896126,Inhibition of human recombinant PTP1B,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL1148776,1,Scientific Literature,J Med Chem,2007,None
CHEMBL244563,1,O=C(O)COc1c(C(=O)O)sc(-c2cccc(NC3CCN(S(=O)(=O)Cc4ccccc4)CC3)c2)c1Cl,Ki,=,0.68,nM,CHEMBL896126,Inhibition of human recombinant PTP1B,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL1148776,1,Scientific Literature,J Med Chem,2007,None
CHEMBL243942,2,CC1(C)CC(Nc2cccc(-c3sc(C(=O)O)c(OCC(=O)O)c3Br)c2)CC(C)(C)C1,Ki,=,36,nM,CHEMBL896126,Inhibition of human recombinant PTP1B,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL1148776,1,Scientific Literature,J Med Chem,2007,None
CHEMBL397255,1,O=C(O)COc1c(C(=O)O)sc(-c2cccc(NS(=O)(=O)c3ccc(F)cc3)c2)c1Br,Ki,=,440,nM,CHEMBL896126,Inhibition of human recombinant PTP1B,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL1148776,1,Scientific Literature,J Med Chem,2007,None
CHEMBL243509,0,CCC(=O)Nc1cccc(-c2sc(C(=O)O)c(OCC(=O)O)c2Br)c1,Ki,=,2000,nM,CHEMBL896126,Inhibition of human recombinant PTP1B,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL1148776,1,Scientific Literature,J Med Chem,2007,None
CHEMBL213662,0,O=C(O)COc1c(C(=O)O)sc(-c2cccc(O)c2)c1Br,Ki,=,1000,nM,CHEMBL896126,Inhibition of human recombinant PTP1B,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL1148776,1,Scientific Literature,J Med Chem,2007,None
CHEMBL447721,2,CCCCCCCCCCCCCC1=C(O)/C(=C2\C(=O)Oc3c2cc(O)c(O)c3CCCCCCCCCCCCC)OC1=O,Activity,,,,CHEMBL980220,Inhibition of PTP1B at 50 uM,B,BAO_0000357,single protein format,None,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL1158112,1,Scientific Literature,J Nat Prod,2006,None
CHEMBL426815,0,NCc1ccc(NC(=O)C(=O)O)cc1,Affinity,=,86,uM,CHEMBL835597,Binding affinity for protein tyrosine phosphatase 1B,B,BAO_0000357,single protein format,None,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL1141172,1,Scientific Literature,J Med Chem,2005,None
CHEMBL119459,0,N.O=P(O)(O)C(F)(F)c1ccc2ccc(C(F)(F)P(=O)(O)O)cc2c1,Inhibition,=,100,%,CHEMBL874024,Compound was evaluated for inhibition of PTP1B at a concentration of 500 uM),B,BAO_0000357,single protein format,None,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL1130746,1,Scientific Literature,Bioorg Med Chem Lett,1998,None
CHEMBL2262828,2,CC1(C)CC[C@]2(CCCCC(=O)NC(Cc3ccccc3)C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](OCc6ccc(C(=O)O)cc6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,IC50,=,150,nM,CHEMBL3055898,Inhibition of PTP1B (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL3045057,1,Scientific Literature,Med Chem Res,2012,None
CHEMBL2262835,2,COc1ccc(CC(NC(=O)C[C@]23CCC(C)(C)C[C@H]2C2=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]2(C)CC3)C(=O)O)cc1,IC50,=,600,nM,CHEMBL3055898,Inhibition of PTP1B (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL3045057,1,Scientific Literature,Med Chem Res,2012,None
CHEMBL2263112,2,CC1(C)CC[C@]2(CC(=O)NC(Cc3cccc(Cl)c3)C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,IC50,=,510,nM,CHEMBL3055898,Inhibition of PTP1B (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL3045057,1,Scientific Literature,Med Chem Res,2012,None
CHEMBL2263122,2,CC1(C)CC[C@]2(C(=O)NC(CCC(=O)O)C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,IC50,=,16350.01,nM,CHEMBL3055898,Inhibition of PTP1B (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL3045057,1,Scientific Literature,Med Chem Res,2012,None
CHEMBL446073,2,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CCC(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,IC50,=,5970,nM,CHEMBL3055898,Inhibition of PTP1B (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL3045057,1,Scientific Literature,Med Chem Res,2012,None
CHEMBL470029,1,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,IC50,=,5320,nM,CHEMBL3055898,Inhibition of PTP1B (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL3045057,1,Scientific Literature,Med Chem Res,2012,None
CHEMBL2262829,2,COc1ccc(CC(NC(=O)C[C@]23CCC(C)(C)C[C@H]2C2=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]2(C)CC3)C(=O)O)cc1OC,IC50,=,820,nM,CHEMBL3055898,Inhibition of PTP1B (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL3045057,1,Scientific Literature,Med Chem Res,2012,None
CHEMBL2262834,2,COc1cccc(CC(NC(=O)C[C@]23CCC(C)(C)C[C@H]2C2=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]2(C)CC3)C(=O)O)c1,IC50,=,520,nM,CHEMBL3055898,Inhibition of PTP1B (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL3045057,1,Scientific Literature,Med Chem Res,2012,None
CHEMBL511000,2,CC1(C)CC[C@]2(C(=O)Nc3ccc(C(=O)O)cc3)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,IC50,=,3090,nM,CHEMBL3055898,Inhibition of PTP1B (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL3045057,1,Scientific Literature,Med Chem Res,2012,None
CHEMBL457064,2,CC1(C)CC[C@]2(C(=O)NCC(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,IC50,=,15440,nM,CHEMBL3055898,Inhibition of PTP1B (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL3045057,1,Scientific Literature,Med Chem Res,2012,None
CHEMBL437964,1,C[C@H]1[C@H](C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@@H](O)[C@](C)(C(=O)O)[C@@H]5CC[C@]43C)[C@H]12,IC50,=,8040,nM,CHEMBL3055898,Inhibition of PTP1B (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL3045057,1,Scientific Literature,Med Chem Res,2012,None
CHEMBL2259736,None,,IC50,=,86500,nM,CHEMBL3054280,Inhibition of PTP1B (unknown origin) using p-nitrophenylphosphate as substrate after 10 min,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL3046921,1,Scientific Literature,Med Chem Res,2008,None
CHEMBL2259731,0,COC(=O)C1C(c2ccc(OC)cc2OC)=NOC1c1ccccc1,IC50,=,165000,nM,CHEMBL3054280,Inhibition of PTP1B (unknown origin) using p-nitrophenylphosphate as substrate after 10 min,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL3046921,1,Scientific Literature,Med Chem Res,2008,None
CHEMBL2259740,0,COc1ccc(C2=NOC(c3ccccc3)C2)c(OC)c1,IC50,=,69000,nM,CHEMBL3054280,Inhibition of PTP1B (unknown origin) using p-nitrophenylphosphate as substrate after 10 min,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL3046921,1,Scientific Literature,Med Chem Res,2008,None
CHEMBL208486,0,COc1ccc(C2CC(c3ccc4occc4c3OC)=NO2)cc1,IC50,=,81000,nM,CHEMBL3054280,Inhibition of PTP1B (unknown origin) using p-nitrophenylphosphate as substrate after 10 min,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL3046921,1,Scientific Literature,Med Chem Res,2008,None
CHEMBL2259738,0,COc1ccc(C2CC(c3ccc4c(c3OC)C=CC(C)(C)O4)=NO2)cc1,Inhibition,=,57.7,%,CHEMBL3054281,Inhibition of PTP1B (unknown origin) using p-nitrophenylphosphate as substrate at 100 uM after 10 min,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL3046921,1,Scientific Literature,Med Chem Res,2008,None
CHEMBL228563,1,O=C(O)c1cc(-c2ccccc2)cc(Cc2cc(-c3ccccc3)cc(C(=O)O)c2O)c1O,IC50,=,19000,nM,CHEMBL953268,Inhibition of PTP1B,B,BAO_0000357,single protein format,None,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL1151791,1,Scientific Literature,Bioorg Med Chem,2008,None
CHEMBL115452,0,CC(C)=CCc1cc(C(=O)/C=C/c2ccc(O)c(O)c2)c(O)cc1O,IC50,=,36800,nM,CHEMBL771170,The inhibitory activity tested against human Protein-tyrosine phosphatase 1B enzyme,B,BAO_0000357,single protein format,None,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL1134982,1,Scientific Literature,Bioorg Med Chem Lett,2002,None
CHEMBL406498,0,NC(=O)Cc1cc(=O)oc2cc(OP(=O)(O)O)ccc12,Km,=,224000,nM,CHEMBL930487,Activity of PTP1B,B,BAO_0000357,single protein format,None,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL1143079,1,Scientific Literature,Bioorg Med Chem Lett,2008,None
CHEMBL430040,2,NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC(=O)Cc1cc(=O)oc2cc(OP(=O)(O)O)ccc12,Km,=,149000,nM,CHEMBL930487,Activity of PTP1B,B,BAO_0000357,single protein format,None,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL1143079,1,Scientific Literature,Bioorg Med Chem Lett,2008,None
CHEMBL406498,0,NC(=O)Cc1cc(=O)oc2cc(OP(=O)(O)O)ccc12,Ratio,=,2.25,,CHEMBL930488,Ratio of kcat for PTP1B to Km for PTP1B,B,BAO_0000357,single protein format,None,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL1143079,1,Scientific Literature,Bioorg Med Chem Lett,2008,None
CHEMBL139196,0,O=C(O)C(=O)Nc1sc2c(c1C(=O)O)CCN(CCc1ccc(-c3ccccc3)cc1)C2,Inhibition,,,%,CHEMBL771823,Inhibition of recombinant human Protein-tyrosine phosphatase 1B (PTP1B) at pH 5.5(not determined),B,BAO_0000357,single protein format,Homo sapiens,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL1135823,1,Scientific Literature,J Med Chem,2002,None
CHEMBL394659,0,O=[N+]([O-])c1ccc(/C=C/c2cccc(O)c2O)c([N+](=O)[O-])c1,IC50,=,168000,nM,CHEMBL898096,Inhibition of PTP1B by colorimetric assay,B,BAO_0000357,single protein format,None,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL1149578,1,Scientific Literature,Bioorg Med Chem Lett,2007,None
CHEMBL426373,0,CCCCCCCCCCCCCCCC(=O)C1=C(O)[C@@H](CO)OC1=O,IC50,=,45000,nM,CHEMBL898096,Inhibition of PTP1B by colorimetric assay,B,BAO_0000357,single protein format,None,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL1149578,1,Scientific Literature,Bioorg Med Chem Lett,2007,None
CHEMBL233342,0,COC(=O)/C=C/c1ccc(/C=C\c2ccc(O)c(O)c2)cc1,Activity,,,,CHEMBL898096,Inhibition of PTP1B by colorimetric assay,B,BAO_0000357,single protein format,None,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL1149578,1,Scientific Literature,Bioorg Med Chem Lett,2007,None
CHEMBL599642,1,CC(C)OC(=O)c1c(-c2ccc3ccccc3c2)csc1NC(=O)c1ccccc1C(=O)O,Inhibition,=,100,%,CHEMBL1067746,Inhibition of PTP1B expressed in Escherichia coli BL21 (DE3) at 100 uM after 10 mins by spectrophotometry,B,BAO_0000019,assay format,None,CHEMBL335,Protein-tyrosine phosphatase 1B,Homo sapiens,SINGLE PROTEIN,CHEMBL1157587,1,Scientific Literature,Bioorg Med Chem,2010,None
